,COUNTY,STATE,5/17/20,POPULATION,infection_rate
586,Oneida County,Idaho,0,4326.0,0.0
587,Owyhee County,Idaho,8,11455.0,0.0006983849847228285
588,Payette County,Idaho,20,23041.0,0.000868017881168352
589,Power County,Idaho,3,7713.0,0.00038895371450797355
590,Shoshone County,Idaho,0,12526.0,0.0
591,Teton County,Idaho,11,11080.0,0.0009927797833935018
592,Twin Falls County,Idaho,318,83666.0,0.00380082709822389
593,Valley County,Idaho,2,10401.0,0.00019228920296125374
594,Washington County,Idaho,23,10025.0,0.00229426433915212
595,Adams County,Illinois,42,66427.0,0.0006322730215123369
596,Alexander County,Illinois,8,6532.0,0.001224739742804654
597,Bond County,Illinois,11,16712.0,0.0006582096696984203
598,Boone County,Illinois,290,53606.0,0.0054098421818453155
599,Brown County,Illinois,10,6675.0,0.00149812734082397
600,Bureau County,Illinois,15,33381.0,0.00044935741889098586
601,Calhoun County,Illinois,1,4858.0,0.0002058460271716756
602,Carroll County,Illinois,14,14562.0,0.0009614064002197501
603,Cass County,Illinois,64,12665.0,0.005053296486379787
604,Champaign County,Illinois,401,209448.0,0.0019145563576639549
605,Christian County,Illinois,31,33231.0,0.0009328638921488971
606,Clark County,Illinois,9,15836.0,0.0005683253346804749
607,Clay County,Illinois,2,13338.0,0.000149947518368571
608,Clinton County,Illinois,161,37628.0,0.004278728606356968
609,Coles County,Illinois,81,51736.0,0.001565640946342972
610,Cook County,Illinois,62218,5223719.0,0.011910671305252063
611,Crawford County,Illinois,11,19088.0,0.0005762782900251466
612,Cumberland County,Illinois,8,10865.0,0.0007363092498849517
613,DeKalb County,Illinois,251,104200.0,0.0024088291746641073
614,De Witt County,Illinois,4,16042.0,0.00024934546814611643
615,Douglas County,Illinois,23,19714.0,0.0011666835751242772
616,DuPage County,Illinois,5904,931743.0,0.006336511248273397
617,Edgar County,Illinois,0,17539.0,0.0
618,Edwards County,Illinois,2,6507.0,0.0003073613032119256
619,Effingham County,Illinois,6,34174.0,0.0001755720723356938
620,Fayette County,Illinois,19,21724.0,0.0008746087276744614
621,Ford County,Illinois,17,13398.0,0.0012688460964323032
622,Franklin County,Illinois,11,39127.0,0.000281135788585887
623,Fulton County,Illinois,8,35418.0,0.00022587384945507933
624,Gallatin County,Illinois,2,5157.0,0.00038782237735117316
625,Greene County,Illinois,4,13218.0,0.0003026176426085641
626,Grundy County,Illinois,74,50509.0,0.001465085430319349
627,Hamilton County,Illinois,2,8221.0,0.0002432794063982484
628,Hancock County,Illinois,12,18112.0,0.0006625441696113075
629,Hardin County,Illinois,1,4009.0,0.0002494387627837366
630,Henderson County,Illinois,8,6884.0,0.0011621150493898896
631,Henry County,Illinois,64,49464.0,0.0012938702895034773
632,Iroquois County,Illinois,117,28169.0,0.004153502076751039
633,Jackson County,Illinois,181,58551.0,0.003091322095267374
634,Jasper County,Illinois,45,9598.0,0.004688476765992915
635,Jefferson County,Illinois,98,38169.0,0.0025675286227042887
636,Jersey County,Illinois,18,22069.0,0.0008156237255879287
637,Jo Daviess County,Illinois,18,21834.0,0.0008244023083264633
638,Johnson County,Illinois,7,12602.0,0.0005554673861291858
639,Kane County,Illinois,4396,530839.0,0.008281230278860446
640,Kankakee County,Illinois,669,111061.0,0.00602371669623
641,Kendall County,Illinois,563,124626.0,0.004517516409096015
642,Knox County,Illinois,87,50999.0,0.0017059158022706329
643,Lake County,Illinois,6489,703619.0,0.009222320602485151
644,LaSalle County,Illinois,120,110401.0,0.0010869466762076431
645,Lawrence County,Illinois,4,16189.0,0.0002470813515349929
646,Lee County,Illinois,74,34527.0,0.0021432502099805947
647,Livingston County,Illinois,26,36324.0,0.0007157802004184561
648,Logan County,Illinois,10,29207.0,0.000342383675146369
649,McDonough County,Illinois,64,30875.0,0.0020728744939271255
650,McHenry County,Illinois,1179,307789.0,0.0038305462508406735
651,McLean County,Illinois,170,173219.0,0.0009814165882495569
652,Macon County,Illinois,165,106512.0,0.0015491212257773771
653,Macoupin County,Illinois,41,45719.0,0.0008967825193026969
654,Madison County,Illinois,490,265670.0,0.0018443934204087778
655,Marion County,Illinois,48,38084.0,0.0012603718096838568
656,Marshall County,Illinois,5,11794.0,0.00042394437849754114
657,Mason County,Illinois,16,13778.0,0.001161271592393671
658,Massac County,Illinois,6,14430.0,0.0004158004158004158
659,Menard County,Illinois,17,12367.0,0.0013746260208619713
660,Mercer County,Illinois,14,15693.0,0.0008921175046198943
661,Monroe County,Illinois,87,33936.0,0.0025636492220650637
662,Montgomery County,Illinois,38,29009.0,0.0013099382950118928
663,Morgan County,Illinois,36,34426.0,0.0010457212571893337
664,Moultrie County,Illinois,9,14703.0,0.000612119975515201
665,Ogle County,Illinois,170,51328.0,0.0033120324189526186
666,Peoria County,Illinois,159,184463.0,0.0008619614773694454
667,Perry County,Illinois,39,21384.0,0.001823793490460157
668,Piatt County,Illinois,9,16427.0,0.0005478784927253911
669,Pike County,Illinois,1,15754.0,6.347594261774788e-05
670,Pope County,Illinois,1,4249.0,0.0002353494939985879
671,Pulaski County,Illinois,40,5611.0,0.007128854036713598
672,Putnam County,Illinois,2,5746.0,0.0003480682213713888
673,Randolph County,Illinois,236,32546.0,0.007251275118294107
674,Richland County,Illinois,3,15881.0,0.0001889049807946603
675,Rock Island County,Illinois,577,145275.0,0.003971777663052831
676,St. Clair County,Illinois,805,263463.0,0.0030554575025715184
677,Saline County,Illinois,6,24231.0,0.0002476166893648632
678,Sangamon County,Illinois,307,197661.0,0.0015531642559736113
679,Schuyler County,Illinois,7,7064.0,0.0009909399773499433
680,Scott County,Illinois,0,5047.0,0.0
681,Shelby County,Illinois,13,21832.0,0.0005954562110663246
682,Stark County,Illinois,1,5500.0,0.0001818181818181818
683,Stephenson County,Illinois,150,45433.0,0.003301564941782405
684,Tazewell County,Illinois,63,133852.0,0.00047066909721184594
685,Union County,Illinois,122,17127.0,0.007123255678168973
686,Vermilion County,Illinois,30,78407.0,0.0003826188988228092
687,Wabash County,Illinois,1,11573.0,8.640801866413204e-05
688,Warren County,Illinois,108,17338.0,0.006229092167493368
689,Washington County,Illinois,17,14155.0,0.0012009890498057224
690,Wayne County,Illinois,9,16487.0,0.0005458846363801783
691,White County,Illinois,2,14025.0,0.00014260249554367202
692,Whiteside County,Illinois,122,56396.0,0.0021632739910631958
693,Will County,Illinois,4388,688697.0,0.00637145217708223
694,Williamson County,Illinois,52,67299.0,0.0007726712135395771
695,Winnebago County,Illinois,1490,286174.0,0.005206622544326179
696,Woodford County,Illinois,14,38817.0,0.00036066671819048353
697,Adams County,Indiana,9,35195.0,0.00025571814178150304
698,Allen County,Indiana,996,370016.0,0.0026917754907895873
699,Bartholomew County,Indiana,420,81893.0,0.005128643473801179
700,Benton County,Indiana,21,8667.0,0.0024229837313949464
701,Blackford County,Indiana,14,12129.0,0.001154258388985077
702,Boone County,Indiana,258,64321.0,0.004011131667729047
703,Brown County,Indiana,31,15034.0,0.002061992816283092
704,Carroll County,Indiana,79,19994.0,0.003951185355606682
705,Cass County,Indiana,1553,38084.0,0.04077827959247978
706,Clark County,Indiana,406,115702.0,0.0035090145373459403
707,Clay County,Indiana,30,26268.0,0.0011420740063956144
708,Clinton County,Indiana,134,32301.0,0.004148478375282499
709,Crawford County,Indiana,22,10581.0,0.0020791985634628107
710,Daviess County,Indiana,64,32937.0,0.0019431035006224004
711,Dearborn County,Indiana,158,49501.0,0.0031918547100058584
712,Decatur County,Indiana,220,26552.0,0.008285628201265442
713,DeKalb County,Indiana,26,42704.0,0.0006088422630198576
714,Delaware County,Indiana,277,115616.0,0.0023958621644063105
715,Dubois County,Indiana,115,42418.0,0.002711113206657551
716,Elkhart County,Indiana,668,203604.0,0.0032808785682010176
717,Fayette County,Indiana,42,23259.0,0.0018057526118921707
718,Floyd County,Indiana,297,76809.0,0.0038667343670663592
719,Fountain County,Indiana,18,16486.0,0.001091835496785151
720,Franklin County,Indiana,106,22842.0,0.004640574380527099
721,Fulton County,Indiana,43,20212.0,0.002127449040174154
722,Gibson County,Indiana,10,33596.0,0.0002976544826765091
723,Grant County,Indiana,163,66944.0,0.0024348709369024857
724,Greene County,Indiana,158,32295.0,0.004892398204056355
725,Hamilton County,Indiana,1021,316095.0,0.0032300416014172956
726,Hancock County,Indiana,291,73830.0,0.003941487200325071
727,Harrison County,Indiana,170,39712.0,0.004280821917808219
728,Hendricks County,Indiana,1032,160940.0,0.006412327575493973
729,Henry County,Indiana,125,48483.0,0.002578223294763113
730,Howard County,Indiana,285,82387.0,0.0034592836248437254
731,Huntington County,Indiana,21,36378.0,0.0005772719775688602
732,Jackson County,Indiana,327,43938.0,0.007442305066229687
733,Jasper County,Indiana,43,33449.0,0.001285539179048701
734,Jay County,Indiana,29,20993.0,0.0013814128519030152
735,Jefferson County,Indiana,35,32237.0,0.0010857089679560752
736,Jennings County,Indiana,116,27727.0,0.004183647708010243
737,Johnson County,Indiana,992,151564.0,0.00654508986302816
738,Knox County,Indiana,22,37409.0,0.0005880937742254537
739,Kosciusko County,Indiana,56,78806.0,0.0007106057914372002
740,LaGrange County,Indiana,49,38942.0,0.0012582815469159262
741,Lake County,Indiana,2843,486849.0,0.0058395929744130114
742,LaPorte County,Indiana,358,110552.0,0.00323829510094797
743,Lawrence County,Indiana,133,45619.0,0.0029154518950437317
744,Madison County,Indiana,543,129505.0,0.0041928883054708314
745,Marion County,Indiana,8303,944523.0,0.008790680586920594
746,Marshall County,Indiana,43,46595.0,0.000922845798905462
747,Martin County,Indiana,7,10210.0,0.0006856023506366307
748,Miami County,Indiana,130,35901.0,0.003621069051001365
749,Monroe County,Indiana,150,145403.0,0.001031615578770727
750,Montgomery County,Indiana,173,38276.0,0.0045198035322395235
751,Morgan County,Indiana,244,69727.0,0.0034993617967214994
752,Newton County,Indiana,71,14018.0,0.0050649165358824366
753,Noble County,Indiana,152,47451.0,0.0032033044614444375
754,Ohio County,Indiana,12,5887.0,0.0020383896721589945
